Site,Article,Article Description,Qty,City,Store Name,Full Tally Name,Store Type,TP / ex GST,Stock Value
D056,260089,Amkette Xcite Neo Wired USB Keyboard,1,Bapgaon,DC,398PP Xcite Neo Keyboard USB,DC,529,529
D056,204736,AMKETTE Xcite Pro Keyboard,9,Bapgaon,DC,851PP Xcite Pro Keyboard USB,DC,549,4941
D056,204736,AMKETTE Xcite Pro Keyboard,1,Bapgaon,DC,851PP Xcite Pro Keyboard USB,DC,549,549
D056,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,Bapgaon,DC,850PP Xcite Pro Keyboard & Mouse USB,DC,729,729
D056,260082,E-AMKETTE ERGO LUXE LAPTOP STAND,2,Bapgaon,DC,651GR Ergo Luxe Alloy Laptop Stand,DC,1999,3998
D056,250880,E-Amkette EvoFox Shadow W ired GMG MSE,1,Bapgaon,DC,794BK EvoFox Shadow Gaming Mouse USB,DC,499,499
D056,260087,E-AMKETTE HUSH PRO PIXEL WIRELESS MOUSE,3,Bapgaon,DC,442BL Hush Pro Pixel Wireless Mouse-Blue,DC,599,1797
D061,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,2,Bhiwandi,DC,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,DC,999,1998
D061,250877,Amkette EvoFox Falcon X35 MED SP MSE Pad,3,Bhiwandi,DC,595BK Evo Fox Falcon X35 Medium Speed Mouse Pad,DC,349,1047
D061,250879,Amkette EvoFox Falcon X85 Large MSE/Desk,5,Bhiwandi,DC,597BK Evo Fox Falcon X85 Extra Large Speed Mouse Pad,DC,699,3495
D061,250873,Amkette EvoFox Fireblade Wired GMG KB,1,Bhiwandi,DC,422BK Evo Fox Fireblade Gaming Keyboard USB,DC,999,999
D061,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,4,Bhiwandi,DC,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,DC,799,3196
D061,256480,Amkette EvoFox Prime Gaming Bundle,5,Bhiwandi,DC,998PP EvoFox Prime Gaming Bundle (422-423-658-597),DC,3000,15000
D061,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,58,Bhiwandi,DC,649BK EvoFox Typhoon Laptop Cooling Pad,DC,1399,81142
D061,250875,Amkette EvoFox WarHammer Wired GMG KB,3,Bhiwandi,DC,433BK EvoFox WarHammer Gaming Keyboard (USB),DC,1099,3297
D061,250874,Amkette EvoFox X-Team Wired GMG KB & MSE,2,Bhiwandi,DC,432BK EvoFox X-Team Gaming Keyboard & Mouse (USB),DC,1349,2698
D061,250421,Amkette Neo Case 14 Multi Pocket GRY,2,Bhiwandi,DC,146BK NeoCase Sleeve MP 450 14,DC,779,1558
D061,260085,Amkette Type-C 4 Port USB 3.0 Hub,3,Bhiwandi,DC,435BK Type-C 4 Port USB 3.0 Hub Pro,DC,1059,3177
D061,260090,Amkette Xcite Neo Wired Keyboard & Mouse,1,Bhiwandi,DC,400PP Xcite Neo Keyboard & Mouse USB,DC,729,729
D061,260089,Amkette Xcite Neo Wired USB Keyboard,1,Bhiwandi,DC,398PP Xcite Neo Keyboard USB,DC,529,529
RP02,250878,Amkette EvoFox Falcon LX35 LED Mouse Pad,1,Ahmedabad,Repair,596BK Evo Fox Falcon LX35 Medium Speed LED Mouse Pad,FALSE,999,999
RP02,250881,Amkette EvoFox Phantom Pro WRGB GMG MSE,1,Ahmedabad,Repair,795BK EvoFox Phantom Pro RGB Gaming Mouse USB,FALSE,799,799
RP02,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Ahmedabad,Repair,649BK EvoFox Typhoon Laptop Cooling Pad,FALSE,1399,1399
RP17,256479,Amkette EvoFox Explore Gaming Bundle,1,Kolkata,Repair,997PP EvoFox Explore Gaming Bundle (422-423-659-595),FALSE,2500,2500
RP17,250876,Amkette EvoFox Typhoon Cooling Pad 5Fans,1,Kolkata,Repair,649BK EvoFox Typhoon Laptop Cooling Pad,FALSE,1399,1399
RP39,204737,AMKETTE Xcite Pro Keyboard & Mouse Combo,1,Chennai,Repair,850PP Xcite Pro Keyboard & Mouse USB,FALSE,729,729
